sourceFilename,examRank,examTier,questionNumber,page,classificationStatus,primaryTopicId,primarySubtopicId,confidence,matchedTerms,outOfScopeMatches,crossWaveDuplicate,style,stemExcerpt,questionHash
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,11,6,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"O texto 2 elenca diversos fatores relacionados ao aumento de casos de divórcio. Esses fatores podem ser divididos em três grupos: causas indiretas (ou mediatas), causas diretas (ou imediatas) e facilitadores. A alternativa que apresenta, respectivamente, uma causa indireta, uma causa direta e um facilitador é: (A) expa",603ded5f799693914f311fbee5cd3efc4fca7cef47530314d60854b7000173e6
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,12,6,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"O último parágrafo do texto 2 recorre a uma estratégia de construção textual bastante comum em parágrafos de conclusão de reportagens de divulgação científica. Essa estratégia consiste na adoção: (A) do subjuntivo como modo verbal predominante, com o objetivo de relatar eventos hipotéticos; (B) de conjunções causais, c",0ed5692592f872f9886957a33277283891b6ab2ef51fb8c2b42b3c7f7366dc70
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,13,6,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"“O que os estudiosos do BID não poderiam prever é o quanto os divórcios aumentariam no Brasil do século 21, por um motivo ainda mais insuspeito: a disseminação de um vírus.” Retirado do texto 2, esse fragmento sugere, implicitamente, que a correlação entre aumento do número de divórcios e expansão do sinal da Rede Glob",8a5702fc35b45bc12b4901c7970d06c5513464bc1e47467b6241fd404abce533
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,14,6,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"“A [empresa americana] Legal Templates mostrou que os casados há menos de cinco anos foram os que mais se separaram em 2020: 58%. Aliás, quanto menor o tempo de união oficial, maior o aumento no índice de cada um para o seu lado.” Na passagem acima, retirada do texto 2, o conector “aliás”, ao mesmo tempo em que contrib",a35a196157d28a6f41b9c1e78658853670ce6c7d87da89f067112aea025cbc33
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,15,6,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"“Segundo o Colégio Notarial do Brasil, que congrega os tabeliães de notas e protestos, no primeiro ano da pandemia, em 2020, houve um aumento de 15% no número de divórcios em comparação com o ano anterior. Em 2021, então, o número de casais que oficializaram a separação bateu recorde [...]” Muitas gramáticas ensinam qu",70ba8ff7ec3b5f4fff4e528bb37158f8323d16b98abf60f160e4e7fe6be28965
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,16,7,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"“Os primeiros tempos tendem a ser um período deprimente, de luto mesmo, acordos difíceis e de pisar em ovos.” Essa passagem, retirada do texto 2, apresenta uma marca de informalidade. A proposta de reescritura em que essa marca é substituída por uma palavra ou expressão mais formal sem que haja alteração substancial de",af0fa97220fbd3bca3db52a6a886896e42eb7af30e9581f3ea4de1b8669e5b93
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,17,7,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"Em cada uma das alternativas abaixo, encontra-se, nesta ordem, uma passagem transcrita do texto 2 e uma proposta de reescritura dessa mesma passagem. Assinale a alternativa na qual, ao mesmo tempo, a passagem transcrita do texto 2 seja ambígua (desconsiderando-se nosso conhecimento de mundo) e a proposta de reescritura",bbfb7dbf4fc09e455f84adeb5644ca97168a18f8003cf90d6bcc5f660099a743
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,18,7,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"Embora tanto o texto 1 quanto o texto 2 pertençam ao gênero textual reportagem, o segundo exibe uma linguagem mais informal que o primeiro. Essa maior informalidade é evidenciada pela presença, no texto 2, de: (A) estrangeirismos recentes e marcas de interlocução direta; (B) orações subordinadas adjetivas e discurso in",48aa94b2d2db69a42515d3ce3c2d498f6a9ebe2ed3cac2b65aa298b730df9c0a
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,19,7,UNCLASSIFIED,,,0.0,,,False,CONCEPT_COMPARISON,"Embora os textos 1 e 2 pertençam ao gênero textual reportagem, eles correspondem a subgêneros distintos. Em particular, apenas o texto 2 se qualifica como uma reportagem de divulgação científica. Um reflexo dessa especificidade é o fato de que apenas o texto 2 inclui metáforas criativas (isto é, inovadoras, não convenc",ca8d2efd91783b1fa3578ccd525b743365f205a68b1cadb3b499a7aaafc37777
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,20,7,UNCLASSIFIED,,,0.0,,,False,CONCEPT_COMPARISON,"“O Boletim Epidemiológico do Ministério da Saúde não aponta causas exatas do sofrimento mental dos jovens brasileiros, mas dá a entender que certas particularidades ajudariam a explicar o aumento das taxas de suicídio juvenil.” “O que os estudiosos do BID não poderiam prever é o quanto os divórcios aumentariam no Brasi",086621e8178fab23fc4fb2cb0fb7f28b29fbb8bfaacc5d2ce54720bb38a81449
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,21,8,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"João, servidor público há mais de uma década, ocupante de cargo de provimento efetivo em determinada estrutura de poder no Estado do Tocantins, foi acusado e condenado, em processo administrativo, pela prática de grave infração disciplinar, o que culminou na sua demissão. Irresignado com a demissão, João ingressou com ",051affe02cb3f2105fcb38bdf2f01281dd2c832eec620d7ed6c868a6d4aeb1b7
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,22,8,UNCLASSIFIED,,,0.0,,,False,SCENARIO,"Ao analisar a possível competência do Tribunal de Contas do Estado do Tocantins, em relação às operações de crédito a serem realizadas pelo Governo do Estado, João concluiu corretamente que essa atuação era não só necessária, como de indiscutível relevância. Ato contínuo, consultou Pedro a respeito do iter procedimenta",d77f6fe1e58bd7e3dff1aef81b8a38c36290daf9867a6f346e4676ef3853f6d3
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,23,8,UNCLASSIFIED,,,0.0,,,False,SCENARIO,"Joana, recém-ingressa no quadro de servidores do Tribunal de Contas do Estado do Tocantins, analisou o rol de medidas cautelares passíveis de serem adotadas por esse Tribunal, sem necessidade de intervenção do Poder Judiciário. Em sua análise preliminar, chegou à conclusão de que essas medidas seriam: 1. o arresto de b",52dc33021d0b8b8fa9a7076185526992ec0f6754c1a1399616be402852b0976c
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,24,8,UNCLASSIFIED,,,0.0,,,False,SCENARIO,"Maria, embora tivesse nível superior, foi aprovada em concurso público e tomou posse em cargo de provimento efetivo de nível médio do Tribunal de Contas do Estado do Tocantins. À luz do Plano de Cargos, Carreiras e Remuneração dos Servidores do Tribunal de Contas do Estado do Tocantins, Maria tem assegurado o direito: ",d4fe1430cabe3223bdc8a6d7d6bda8de6185565b1169b940379f39e8baba789f
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,25,8,UNCLASSIFIED,,,0.0,,,False,SCENARIO,"Pedro, servidor do Tribunal de Contas do Estado do Tocantins, durante uma fiscalização, suspeitou que Maria teria sonegado um documento que seria útil à análise a ser realizada pela equipe de fiscalização. Por tal razão, alertou-a das sanções aplicáveis em virtude de sonegação de processo, documento ou informação e obs",3446de0834e85d5af0fa6952d7ffaecb683e1c77b33af60222a9c5ac8695bf90
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,26,9,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"O regime jurídico dos servidores públicos do Estado Alfa foi alterado pela Lei nº XX/2020, sendo assegurado determinado benefício pecuniário, de caráter episódico, não contínuo, aos servidores que preenchessem os requisitos objetivos previstos na norma. Dois anos depois, ao ser advertido do crescimento exponencial das ",50acf5d9f7bfad1428d41c57a17762d1367674c864977a5125d815581a7d5759
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,27,9,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"Laura, diretora de recursos humanos na Secretaria de Educação do Estado Alfa, foi informada de que três atos administrativos exarados em seu setor foram objeto de alteração: (1) o primeiro foi considerado, pela autoridade hierarquicamente superior, incompatível com o interesse público, o que a levou a substituí-lo por ",999e1ffc41ccb441bd8ac2ac7c79efc92c9093d329e20b331d4e8e236acf2d23
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,28,9,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"Determinada repartição pública estadual tinha em seu poder informações a respeito da filiação partidária de Joana, a qual fora declinada para fins de verificação da presença, ou não, de impedimento ao exercício de determinada função pública. Em razão das características desse dado, o responsável pela repartição consult",29a8d1d7f01e12649d21ba37cff55aa048c9081fb92dd89de5e1ab1a277a34ec
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,29,9,UNCLASSIFIED,,,0.0,,,False,CONCEPT_COMPARISON,"Adalto, diretor de licitações no âmbito do Poder Executivo do Estado Alfa, recebeu comunicação de que esse ente federativo almejava realizar operação de crédito interno, havendo dúvida em relação à modalidade de procedimento licitatório a ser observado, considerando os balizamentos estabelecidos pela Lei nº 14.133/2021",3f2b146f4a82495145c342c4b93325fb14d72cb255fcb9c589799f0f46f65e13
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,30,10,UNCLASSIFIED,,,0.0,,,False,SCENARIO,"O Tribunal de Contas do Estado do Tocantins, em decisão transitada em julgado, rejeitou as contas apresentadas por João, ordenador de despesas no Município Alfa. Com isso, imputou-lhe um débito, além da aplicação de multa. Irresignado com a decisão, João consultou o seu advogado sobre a existência de alguma medida, a s",9cde43c926a5034ccbe58b2e5b2371e5a51221df38fa44f989d0399c89904052
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,31,10,UNCLASSIFIED,,,0.0,,,False,CONCEPT_COMPARISON,"O governador do Estado Alfa apresentou à Assembleia Legislativa o projeto de lei orçamentária anual. Após as discussões no âmbito da Comissão de Orçamento e Finanças, deliberou-se pela aprovação de diversas emendas individuais que buscavam viabilizar o desenvolvimento de determinada política pública. Apesar dessas emen",27b044c94506618cd0c42d02c5262c6a6cd2f833d01fd8022dbbafbe263d1427
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,32,10,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"O chefe do Poder Executivo do Estado Beta, em cujo território estava localizado o Município Alfa, almejava realizar uma transferência voluntária de recursos para esse ente federativo com o fim de viabilizar a realização de objetivos de interesse comum e amenizar os efeitos da grave crise financeira que assolava a munic",13abb473f52b49e7a933392b5bf06f521dc07b4d6849fc9af8f08c5dbaf21fc7
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,33,10,UNCLASSIFIED,,,0.0,,,False,SCENARIO,"Em auditoria realizada pelo Tribunal de Contas do Estado do Tocantins, no âmbito de determinada estrutura estatal de poder, foi constatada a inexistência de comprovação de vultosas despesas realizadas na referida estrutura, sendo fortes os indícios de que os recursos públicos foram desviados e de que os atos ilícitos t",9536e9d3c0fa9b595a568c8829b61d8903e2f9405b6b2a0064f5769e44fb57f4
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,34,11,UNCLASSIFIED,,,0.0,,,False,SCENARIO,"Após amplos debates entre seus membros, o Tribunal de Justiça do Estado Alfa apresentou uma proposição à Assembleia Legislativa, veiculando o Estatuto da Magistratura do Estado Alfa. Ato contínuo, diversos parlamentares argumentaram com a inconstitucionalidade formal da respectiva proposição. O relator da matéria no âm",5181f0ad5c248a43ffd6ee2c97811d3c6f86a743688e8ba7e1ddd8ac45c4194b
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,35,11,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"Maria, servidora pública que, há cerca de dez anos, ocupava cargo de provimento efetivo no Estado do Tocantins, após regular aprovação em concurso público, tomou posse e entrou em exercício em cargo público diverso, vinculado ao mesmo ente federativo. Para sua decepção, foi inabilitada no estágio probatório relativo ao",238654d7e46c1e7eb219f9f175ab3ca187622172b4c03931abbfda8722564bcc
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,36,11,UNCLASSIFIED,,,0.0,,,False,CONCEPT_COMPARISON,"Na notação complemento para dois, numa palavra de 8 bits, o número binário 10000111 corresponde ao valor decimal: (A) -123 (B) -120 (C) -7 (D) 7 (E) 120",bbb928cbe5d672ebd2f670b122e0e1f34b0419ea4a225cf399371d17e74ea1d0
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,37,11,UNCLASSIFIED,,,0.49,,,False,DIRECT_KNOWLEDGE,"Dado um array unidimensional X, contendo milhares de números inteiros não ordenados, a complexidade de um algoritmo que faz a contagem de números iguais a zero presentes em X é: (A) 1 (B) N (C) N2 (D) N log N (E) 2N",5673e3d4cb93d0d88a15d56c2f9a3d429fcc98abe8908591570faa17fe860898
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,38,11,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"No contexto do Linux, observe os quatro comandos a seguir. mv xpto xxxx.a mv abc abcd mv intro livro/capítulos mv manual/* . Sobre esses comandos, está correto concluir que são válidos: (A) todos, exceto o primeiro; (B) todos, exceto o segundo; (C) todos, exceto o terceiro; (D) todos, exceto o quarto; (E) todos.",dc0b7dd9611137d66be33fac25ac94dfe6f9069814647c29d12d68cd44ae6235
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,39,11,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"No contexto do Linux, a simbologia de redirecionamento de saída de dados que adiciona dados no final de um arquivo é: (A) | (B) || (C) > (D) -> (E) >>",54a948b166529a40997ad3246c9923a84aae4bc022f84a7afa7d52b0c1fa609c
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,40,11,UNCLASSIFIED,,,0.0,,Sintaxe de linguagem Python não listada,False,CODE_TRACE,"Analise o código Python a seguir. x = [0, 1, 1, 2, 3, 5, 8] print (x[-4]) A saída exibida pela execução desse código é: (A) [] (B) [2, 3, 5, 8] (C) [8, 5, 3, 2] (D) 1 (E) 2",703c3f1df8c638fffae65a3329e184a21b39055076b17bff1a22ae5e68382640
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,41,12,UNCLASSIFIED,,,0.0,,Sintaxe de linguagem Python não listada,False,DIRECT_KNOWLEDGE,"Analise o código Python a seguir. class ClasseX: a = 10 ...... Para que esse código exiba o número 20, o trecho pontilhado deve ser substituído por: (A) print(classeX.a * 2) (B) print(this.a * 2) (C) X = ClasseX() print(X.a * 2) (D) X = new(ClasseX) print(X.a * 2) (E) X = object of ClasseX print(X.[a * 2])",936765392812c6130a1d5cdc478b166c014c74520ca6a7cce2fef40ad27e2ded
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,42,12,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"Analise o trecho de página Web a seguir. <body> <button onclick=""xpto(1,2,3);xpto(0);xpto();"">?</button> <script> function xpto() { if (arguments.length == 0) { text = ""ERRO""; } else { text = ""OK""; } alert(text); } </script> </body> Tomando como referência apenas esse trecho, um clique no botão com a página carregada p",a862dcc140fd9e5899d95ba9185e5dbde0fc42107e270ce605322d62749418e1
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,44,12,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-frontend,0.89,HTML/CSS/Ajax,,False,DIRECT_KNOWLEDGE,"Analise o HTML de uma página Web exibido a seguir. <!DOCTYPE html> <html> <head> <style> td { border: 1px solid #dddddd; padding: 20px; } </style> <h2>Tabela UM</h2> <table> <tr> <td>A</td> <td>B</td> </tr> <td>C</td> <td>B2</td> </tr> </table> </body> </html> Sobre esse script, é correto afirmar que: (A) #dddddd repre",6a285e35055b891341191a386cef08e61843b4ca77bfb980f9723eda682d0cce
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,45,12,UNCLASSIFIED,,,0.485,,,False,DIRECT_KNOWLEDGE,"Analise o código jQuery a seguir. <script> $(document).ready(function(){ $(""p"").click(function(){ $(this).hide(); }); }); </script> É correto concluir que o termo this refere-se: (A) a um elemento HTML cujo id é “p”, que tenha sido clicado; (B) ao documento HTML recém-carregado; (C) ao método ready; (D) a um elemento H",4244d55e2cfeeb32274a24916677caef954c743c57a39fbc126599a09547f83a
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,46,13,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-banco-dados,dp26-p3-esp-bd-ddl,0.7,DDL,,False,DIRECT_KNOWLEDGE,"Considere um banco relacional com duas tabelas declaradas como abaixo. CREATE TABLE T1(A1 int not null UNIQUE, B1 int not null) CREATE TABLE T2(A2 int not null UNIQUE, B2 int, FOREIGN KEY (B2) references T1(A1)) Para n >= 1, está correto concluir que: (A) cada linha de T1 está relacionada a exatamente 1 linha de T2; (B",01b3e5ad2e4555ccdf00862c70c48013eddf20a69cb5f32906b72e2b20aea009
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,47,13,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"A caixa de execução (run box) intitulada Executar do Windows 10, por meio da qual é possível abrir pastas, documentos, programas e recursos da Internet, pode ser acionada pela combinação das teclas: (A) Alt + E; (B) Alt + W; (C) Ctrl + Alt + Del; (D) Esc + Home; (E) Windows + R.",a6bf49ba32750c7c040e230dd754ba322780a05ebcc9b590e7348954723d4a9c
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,48,13,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-banco-dados,dp26-p3-esp-bd-dml,0.69,DML,,False,DIRECT_KNOWLEDGE,"Caio preparou o comando SQL exibido a seguir para deletar um conjunto de linhas de uma tabela. delete from T1 where exists(select * from T2 where T1.A1 = T2.A2) Para testar seu comando e descobrir exatamente quais seriam as linhas deletadas, Caio pretende executar um comando sem alteração de dados que permita a identif",bee4cc3de81fc7828b12fb6a28ffb8a60ed40e3077c7206894fcc8dd365938c5
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,49,13,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-banco-dados,dp26-p3-esp-bd-ddl,0.98,DDL,,False,DIRECT_KNOWLEDGE,"No contexto da Teoria de Projeto de bancos de dados relacionais, analise o script de criação de uma tabela. CREATE TABLE T(A int not null UNIQUE, B int not null UNIQUE, C int) Considere ainda as seguintes dependências funcionais acerca dos atributos A, B e C. A  B B  A A  C B  C As dependências necessárias para que",50c632692ef1a520676383f97d4ca9b515b9fd07b074bcb61918b3fe13c0d64d
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,50,13,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-banco-dados,dp26-p3-esp-bd-sql,0.8,SQL,,False,DIRECT_KNOWLEDGE,"No contexto do MySQL, o comando SQL que produz um desfecho diferente dos demais é: (A) SELECT País, count(*) Contagem FROM Países GROUP BY País HAVING count(*) > 5 ORDER BY count(*) (B) SELECT País, count(*) Contagem FROM Países GROUP BY País HAVING count(*) > 5 ORDER BY Contagem (C) SELECT País, count(*) Contagem FROM",47658966a5ef95334507e3e9f7537b219ab1a316edf2d6c3e5e5b62d6829abc4
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,51,14,UNCLASSIFIED,,,0.485,,,False,DIRECT_KNOWLEDGE,"A Equipe de Desenvolvimento de Soluções (EDS) recebeu a solicitação de que um dos campos utilizados para entrada de dados da aplicação Web em construção apresente sugestões de palavras dinamicamente, conforme o usuário for digitando novos caracteres. A EDS recebeu a solicitação de um requisito de: (A) confiança; (B) ef",a67de944466e43216e0e65ebbc89c4102d2213e22de1844c8c4749b045d8446e
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,52,14,UNCLASSIFIED,,,0.485,,,False,SCENARIO,"Carlos é uma parte interessada em uma aplicação Web e solicitou à equipe de desenvolvimento uma funcionalidade capaz de emitir relatórios com cabeçalhos padronizados. Assim, os cabeçalhos devem ter cor de fundo, paleta de cores e tipografia, seguindo o padrão adotado em outros documentos emitidos pelo departamento resp",06e3e09c1b43658d111e4d4ead91857fa0df189684d7db3c33758ccb8c0a5852
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,54,14,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"Um dos objetivos da UML 5.2.1 é prover ferramentas para análise, projeto e implementação de sistemas de informação baseada em software. Para isso, diversos diagramas são utilizados. O diagrama estrutural que ilustra a estrutura estática dos objetos de um sistema é o de: (A) classes; (B) pacotes; (C) atividades; (D) cas",70eded68079e564ea0fd9628e555ea36fa0a7e0d08bd432cbedf5af43b8ca9fd
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,55,14,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-metodologias-ageis,0.98,Scrum,,False,DIRECT_KNOWLEDGE,"Na metodologia ágil SCRUM há diversos eventos formais que são realizados para inspecionar e adaptar artefatos. O evento SCRUM que tem como propósito planejar maneiras de aumentar a qualidade e a eficácia de diversos elementos, avaliando o que deu certo durante a Sprint, quais problemas foram encontrados e como esses pr",67a05139404f6fab6518a158c5ce46354a96d1044c46a370ac19b3fa02204b12
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,56,14,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"Observe o seguinte diagrama UML 5.2.1. No diagrama apresentado, o símbolo do diamante representa um(a): (A) merge; (B) decisão; (C) realização; (D) agregação; (E) classe associativa.",d3dfd2fa091d792d9296484fa39f15d8cccf5f971fca5b0d8aa038c3c9060950
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,57,14,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"A arquitetura TCP/IP é composta por diversas camadas que permitem a comunicação entre computadores em uma rede. Na camada de aplicação são implementados diversos protocolos, como o login remoto seguro. Na camada de aplicação, o protocolo de rede que usa criptografia para proteger a conexão entre um cliente e um servido",5d3cb4081bf9c8b5bd413586b5146687093e73e4c3033f2f0cb21af4de71d6a7
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,58,14,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"De acordo com o modelo de referência OSI, a camada que converte o formato de dado recebido em um formato comum, responsável pela formatação dos dados, conversão de códigos e caracteres, e que também pode ter outros usos como compressão e criptografia, é a camada: (A) rede; (B) enlace; (C) sessão; (D) aplicação; (E) apr",0718c3b5fa12ea0bea0b1f3faf28600489fad5f40ae4c3203aeb3cfd24199a2f
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,59,15,UNCLASSIFIED,,,0.0,,Redes/infraestrutura,False,SCENARIO,"César foi contratado para desenvolver um sistema em uma empresa e deve usar seu próprio notebook. Por questões de segurança, apenas os notebooks cadastrados podem usar a rede local da empresa. Para isso, a equipe de suporte de redes solicitou a César o endereço exclusivo da placa de rede do seu notebook que contém 48 b",8320953619040fccc02c258daa59cc60768a60b24235f655343fad3a47b45959
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,60,15,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-padroes-dados-web,0.89,XML/XSLT/XPath,,False,DIRECT_KNOWLEDGE,Um documento XML é considerado bem formado quando segue as regras de sintaxe estabelecidas na especificação da linguagem. A alternativa que apresenta um documento XML bem formado é: (A) <Letra> eh uma tag igual a </letra> (B) <p>Este eh um paragrafo comum.</p> (C) <!--Este eh um -- comentario padrao --> (D) <mensagem>s,c9d233766e5aaeaa568f06af08022ad3afd470fa0fde3b710e870d051827fa66
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,61,15,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-frontend,0.65,HTML/CSS/Ajax,,False,DIRECT_KNOWLEDGE,"Observe o seguinte recorte do documento listacara.xsl <xsl:stylesheet version=""1.0"" xmlns:xsl=""http://www.w3.org/1999/XSL/Transform""> <xsl:template match=""/""> <html> <body> <table border=""1""> <tr> <th>Tipo</th> <th>Nome</th> </tr> <xsl:for-each select=""lista/produto""> <tr> <td><xsl:value-of select=""tipo""/></td> <xsl:ch",1f4324b680894550f6dcafdd2aca330654fcead10f74703e99555aa873ba7726
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,62,16,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,"A empresa Bravo, que produz softwares, utiliza o modelo de desenvolvimento de software em cascata e dedica atenção à segurança do software apenas nas fases finais do ciclo de desenvolvimento. A equipe de analistas de sistemas da Bravo está adotando o princípio DevSecOps shift left security para tornar a programação dos",aca252922a0e86ada7996c182acffc5be24cbf3150ba0211d669760c1eba3bba
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,63,16,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-devops-git,0.78,CI/CD,,False,DIRECT_KNOWLEDGE,"O analista Gideão instalou a ferramenta SecEval no cenário de integração contínua do TCE/TO. A SecEval analisa uma aplicação em execução buscando encontrar vulnerabilidades de segurança por meio de telemetrias coletadas em tempo real de sensores inseridos no interior da aplicação. Porém, SecEval não dispõe de recursos ",2005181c688db59275652e85de6bd75d19ac546bd4c1cd37a2be3bb0939763fc
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,64,16,UNCLASSIFIED,,,0.0,,,False,CODE_TRACE,"O analista de sistemas Carlos está desenvolvendo o software CharlieApp e implementou o teste C. O teste C consiste apenas em determinar se o método A do código de CharlieApp retorna o resultado esperado C ao chamar o método B que realiza uma consulta ao banco de dados de CharlieApp. Portanto, o teste C implementado por",f5176e72d063a7c5b16f85835737f8bf946a76ff5c7ede24a2ae3c3163c89887
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,65,16,UNCLASSIFIED,,,0.0,,,False,DIRECT_KNOWLEDGE,A equipe de analistas de infraestrutura de TI do TCE/TO está planejando o endereçamento lógico de dois novos departamentos. Uma única rede classe C empregando os últimos endereços IP (Internet Protocol) possíveis para redes desta classe atenderá ambos os departamentos. A rede será dividida em duas sub-redes de mesmo ta,dbf624d3289b0d9bf4e003309129470294f99b9be13c026ed90275081ff1d885
analista_tecnico_tecnologia_da_informacao.pdf,30,C - complementar,66,16,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-seguranca,dp26-p3-esp-si-acesso,0.82,Acesso/autenticação,,False,DIRECT_KNOWLEDGE,"A analista Cátia foi incumbida de implantar o mais rápido possível, no TCE/TO, a autenticação na rede baseada em porta conforme padrão IEEE (Institute of Electrical and Electronics Engineers) 802.1X. Para tanto, Cátia optou por utilizar a variante básica do EAP (Extensible Authentication Protocol) que não dispõe de aut",8aa3c69c82276efe1c8fdf9545da4e0615def9496a36bad1f097d263aad0fff2
